|     name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |     CHANCES |                Abell |   WINGS |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
| 93170203 |    8.65106 |  -2.16165 | 0.057 | 113.05 |  3.16 |    False |   False |               |             |                      |         |                     | PSZ2 G113.02-64.68 | RXCJ0034.6-0208 |          |                   |
|    84174 |    9.34682 | -39.11816 | 0.063 | 315.78 |  1.82 |    False |   False |  SPLUS-s30s06 |             |           ABELL 2799 |         |                     |                    |                 |          |                   |
| 93170229 |    9.67768 |   0.63147 | 0.013 | 116.13 |  0.13 |    False |   False | STRIPE82_0016 |             |                      |         | ACT-CL J0038.6+0044 |                    |                 |          |                   |
| 93160236 |    9.86924 |   3.81206 | 0.012 | 117.14 |  0.20 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93270218 |    9.99200 | -56.14710 | 0.027 | 306.22 |  0.81 |    False |   False |  SPLUS-s43s05 |             |           ABELL 2806 |         |                     |                    |                 |          |                   |
|    94265 |   10.06388 | -56.16244 | 0.028 | 306.13 |  1.41 |    False |   False |  SPLUS-s43s05 |             |           ABELL 2806 |         |                     |                    |                 |          |                   |
|    64209 |   10.45228 |  -9.31016 | 0.056 | 115.21 | 21.36 |     True |   False |               |       A0085 |           ABELL 0085 |   A0085 | ACT-CL J0041.8-0918 | PSZ2 G115.25-72.07 |             A85 |    A0085 | MCXC J0041.8-0918 |
|    64216 |   10.49399 |  -9.81745 | 0.055 | 115.14 |  1.13 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93170201 |   10.57892 |  -1.46338 | 0.017 | 117.68 |  0.18 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    64217 |   10.78993 |  -9.85979 | 0.055 | 116.09 |  1.14 |    False |   False |               |             |           ABELL 0087 |         |                     |                    |                 |          |                   |
|    59809 |   13.26181 |  -3.31594 | 0.050 | 123.93 |  1.40 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    59810 |   13.37699 |  -3.46976 | 0.052 | 124.22 |  2.89 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    55264 |   13.59327 |  -1.43140 | 0.044 | 124.62 |  1.48 |    False |   False | STRIPE82_0021 |             |                      |         |                     |                    |                 |          |                   |
|    64300 |   13.96669 |  -9.98395 | 0.055 | 126.63 |  1.63 |    False |   False |               |             |           ABELL 0117 |         |                     | PSZ2 G126.72-72.82 |                 |          |                   |
|    55260 |   14.08043 |  -1.23728 | 0.044 | 125.73 |  5.61 |    False |    True | STRIPE82_0021 |       A0119 |           ABELL 0119 |   A0119 |                     | PSZ2 G125.68-64.12 |            A119 |    A0119 |                   |
| 93170301 |   14.09652 |  -1.28690 | 0.043 | 125.77 |  5.09 |    False |    True | STRIPE82_0021 |       A0119 |           ABELL 0119 |   A0119 |                     | PSZ2 G125.68-64.12 |            A119 |    A0119 |                   |
|    55251 |   14.14230 |  -0.44927 | 0.044 | 125.79 |  0.71 |    False |   False | STRIPE82_0021 |             |                      |         |                     |                    |                 |          |                   |
| 93260205 |   14.20661 | -52.86947 | 0.025 | 301.06 |  0.53 |    False |   False |  SPLUS-s41s07 |             |                      |         |                     |                    |                 |          |                   |
|    68512 |   15.05564 | -15.29710 | 0.055 | 133.17 |  2.74 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    72640 |   15.67584 | -21.87871 | 0.057 | 149.55 |  9.70 |     True |   False |  SPLUS-s17s12 |       A0133 |           ABELL 0133 |   A0133 | ACT-CL J0102.7-2153 | PSZ2 G149.63-84.19 |            A133 |    A0133 | MCXC J0102.7-2152 |
|    87943 |   16.02276 | -42.84223 | 0.054 | 294.45 |  1.71 |    False |   False |  SPLUS-s33s10 |             |          ABELL S0120 |         | ACT-CL J0103.6-4250 |                    |                 |          |                   |
| 93170309 |   16.07449 |  -0.75861 | 0.016 | 130.14 |  0.28 |    False |   False | STRIPE82_0023 |             |                      |         |                     |                    |                 |          |                   |
|    87995 |   16.93338 | -46.90089 | 0.023 | 294.78 |  4.22 |     True |   False |  SPLUS-s36s10 |             |           ABELL 2870 |         |                     |                    |                 |          |                   |
| 93170303 |   17.03786 |   2.21866 | 0.043 | 131.40 |  1.32 |    False |   False |               |       A0147 |           ABELL 0147 |   A0147 |                     |                    |                 |          |                   |
|    55215 |   17.04143 |   2.16859 | 0.044 | 131.42 |  2.16 |    False |   False |               |       A0147 |           ABELL 0147 |   A0147 |                     |                    |                 |          |                   |
| 93250303 |   17.07226 | -46.87614 | 0.022 | 294.50 |  0.56 |    False |   False |  SPLUS-s36s10 |             |           ABELL 2870 |         | ACT-CL J0108.5-4659 |                    |                 |          |                   |
|    68515 |   17.20479 | -15.41234 | 0.053 | 142.83 |  4.10 |    False |    True |  SPLUS-s13s13 |       A0151 |           ABELL 0151 |   A0151 |                     | PSZ2 G143.00-77.70 |                 |          |                   |
|    68516 |   17.21825 | -15.63427 | 0.054 | 143.22 |  2.46 |    False |   False |  SPLUS-s13s13 |             |                      |         |                     | PSZ2 G143.00-77.70 |                 |          |                   |
|    87978 |   17.46842 | -45.90129 | 0.023 | 293.11 |  1.81 |    False |   False |  SPLUS-s35s10 |       A2877 |           ABELL 2877 |         |                     | PSZ2 G293.12-70.85 |                 |    A2877 |                   |
| 93250301 |   17.47040 | -45.89580 | 0.023 | 293.10 |  1.45 |    False |   False |  SPLUS-s35s10 |       A2877 |           ABELL 2877 |         |                     | PSZ2 G293.12-70.85 |                 |    A2877 |                   |
|    87980 |   17.71872 | -46.00290 | 0.024 | 292.66 |  4.19 |     True |   False |  SPLUS-s36s10 |             |                      |         |                     |                    |                 |          |                   |
|    64354 |   17.82397 | -14.03945 | 0.051 | 143.41 |  1.09 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93230304 |   18.30241 | -31.85599 | 0.018 | 259.18 |  0.67 |    False |   False |  SPLUS-s25s12 |             |                      |         |                     |                    |                 |          |                   |
|    55327 |   18.62850 |   0.00887 | 0.045 | 135.42 |  1.62 |    False |   False | STRIPE82_0028 |             |                      |         |                     |                    |                 |          |                   |
| 93170421 |   18.77347 |   0.32037 | 0.044 | 135.60 |  2.21 |    False |   False | STRIPE82_0028 |       A0168 |           ABELL 0168 |   A0168 |                     | PSZ2 G135.76-62.03 |                 |          | MCXC J0115.2+0019 |
|    55320 |   18.77653 |   0.34097 | 0.045 | 135.59 |  2.89 |    False |   False | STRIPE82_0028 |       A0168 |           ABELL 0168 |   A0168 |                     | PSZ2 G135.76-62.03 |                 |          | MCXC J0115.2+0019 |
|    68612 |   19.05526 | -15.92544 | 0.044 | 151.36 |  1.72 |    False |   False |  SPLUS-s13s15 |             |                      |         |                     |                    |                 |          |                   |
|    64431 |   20.23699 | -13.85308 | 0.041 | 151.82 |  4.62 |    False |    True |               |             |                      |         |                     | PSZ2 G151.86-75.04 |                 |          |                   |
| 93170432 |   20.55288 |  -0.96572 | 0.026 | 139.97 |  0.70 |    False |   False | STRIPE82_0031 |             |                      |         |                     |                    |                 |          |                   |
| 93170407 |   21.45023 |   1.80481 | 0.018 | 140.25 |  0.59 |    False |   False |               |             |           ABELL 0189 |         |                     |                    |                 |          |                   |
| 93170401 |   21.46060 |  -1.40234 | 0.017 | 142.15 |  0.73 |    False |   False | STRIPE82_0031 |             |           ABELL 0194 |         |                     |                    |                 |          | MCXC J0125.6-0124 |
| 93190503 |   24.23584 | -13.97463 | 0.040 | 164.10 |  0.57 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    64466 |   24.32244 |  -9.20692 | 0.041 | 156.22 |  3.22 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93190515 |   24.36946 |  -9.24110 | 0.040 | 156.38 |  1.84 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93190519 |   27.47053 | -10.08640 | 0.005 | 164.65 |  0.14 |    False |   False |               |             |                      |         | ACT-CL J0150.3-1005 |                    |                 |          |                   |
| 93180503 |   27.88688 |  -8.42231 | 0.017 | 162.97 |  0.26 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93190502 |   28.21165 | -13.79735 | 0.004 | 173.06 |  0.17 |    False |    True |               |             |                      |         | ACT-CL J0152.7-1357 |                    |                 |          |                   |
| 93170608 |   30.07780 |  -1.41733 | 0.042 | 158.53 |  0.68 |    False |   False | STRIPE82_0043 |             |                      |         |                     |                    |                 |          |                   |
|    55502 |   30.57455 |  -1.11818 | 0.043 | 159.05 |  1.73 |    False |   False | STRIPE82_0045 |             |           ABELL 0295 |         |                     |                    |                 |          |                   |
|    60104 |   32.69518 |  -6.58427 | 0.043 | 169.06 |  1.35 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93180606 |   33.06707 |  -7.50359 | 0.015 | 170.96 |  0.26 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    88079 |   34.17164 | -47.81799 | 0.064 | 269.82 |  2.63 |    False |   False |  SPLUS-s37s18 |             |          ABELL S0239 |         |                     |                    |                 |          |                   |
| 93270401 |   35.42588 | -58.56363 | 0.029 | 282.59 |  0.68 |    False |   False |  SPLUS-s45s15 |             |                      |         |                     |                    |                 |          |                   |
|    77099 |   36.28497 | -29.47317 | 0.061 | 224.94 |  3.47 |    False |   False |               |             |                      |         |                     |                    |                 |          | MCXC J0225.1-2928 |
|    77107 |   36.49013 | -29.56372 | 0.060 | 225.19 |  1.19 |    False |   False |               |             |          ABELL S0258 |         |                     |                    |                 |          | MCXC J0225.1-2928 |
|    64684 |   37.50731 | -13.27455 | 0.057 | 186.81 |  1.79 |    False |   False |               |             |           ABELL 0358 |         |                     |                    |                 |          |                   |
| 93170702 |   37.97483 |   1.22547 | 0.021 | 167.43 |  0.56 |    False |   False | STRIPE82_0056 |             |                      |         |                     |                    |                 |          |                   |
| 93170802 |   40.65219 |  -0.02646 | 0.003 | 172.10 |  0.59 |     True |   False | STRIPE82_0059 |             |                      |         |                     |                    |                 |          |                   |
|    81011 |   42.39088 | -31.19179 | 0.023 | 229.01 |  1.93 |    False |    True |  SPLUS-s24s28 |             |        IC 1860 GROUP |         |                     |                    |                 |          |                   |
| 93220701 |   42.39926 | -31.07239 | 0.022 | 228.74 |  0.95 |    False |   False |  SPLUS-s24s28 |             |        IC 1860 GROUP |         | ACT-CL J0250.0-3103 |                    |                 |          |                   |
| 93170801 |   43.23590 |  -1.27971 | 0.022 | 176.48 |  1.04 |    False |   False | STRIPE82_0063 |             |                      |         |                     |                    |                 |          |                   |
|    51178 |   44.96555 |   3.57801 | 0.067 | 173.19 |  2.18 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93190806 |   45.07158 | -10.79099 | 0.033 | 190.86 |  1.04 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    81089 |   47.08724 | -36.70336 | 0.067 | 239.92 |  2.35 |    False |   False |  SPLUS-s28s29 |             |           ABELL 3089 |         |                     |                    |                 |          |                   |
|    77232 |   47.86198 | -26.92040 | 0.068 | 220.72 |  2.80 |    False |   False |               |       A3094 |           ABELL 3094 |         |                     | PSZ2 G220.74-58.91 |                 |          |                   |
| 93170901 |   48.59295 |   2.65214 | 0.038 | 177.77 |  1.07 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    51187 |   48.60555 |   2.67069 | 0.038 | 177.77 |  1.52 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    84723 |   50.61375 | -41.34294 | 0.063 | 247.54 |  3.57 |    False |   False |  SPLUS-s32s29 |             |           ABELL 3122 |         |                     | PSZ2 G247.56-56.06 |                 |          |                   |
| 93181003 |   51.36618 |  -3.90908 | 0.020 | 187.50 |  0.32 |    False |   False |               |             |                      |         | ACT-CL J0325.5-0359 |                    |                 |          |                   |
|    94567 |   51.99340 | -57.76852 | 0.067 | 272.11 |  1.63 |    False |   False |  SPLUS-s45s22 |             |          ABELL S0354 |         |                     |                    |                 |          |                   |
|    88341 |   52.45296 | -46.03773 | 0.069 | 254.81 |  2.07 |    False |   False |  SPLUS-s36s28 |             |          ABELL S0356 |         |                     |                    |                 |          |                   |
|    91697 |   52.49787 | -52.59805 | 0.060 | 264.81 |  3.93 |    False |    True |  SPLUS-s41s25 |             |           ABELL 3128 |         |                     | PSZ2 G264.60-51.07 |                 |          |                   |
|    91696 |   52.70552 | -52.47152 | 0.060 | 264.54 |  3.02 |    False |   False |  SPLUS-s40s25 |             |                      |         | ACT-CL J0330.9-5228 | PSZ2 G264.60-51.07 |                 |          |                   |
|    91701 |   52.95513 | -52.65045 | 0.060 | 264.69 |  2.56 |    False |   False |  SPLUS-s41s25 |             |                      |         |                     |                    |                 |          |                   |
|    94491 |   53.72357 | -53.69918 | 0.065 | 265.88 |  2.31 |    False |   False |  SPLUS-s41s25 |             |          ABELL S0366 |         |                     |                    |                 |          |                   |
|    94519 |   54.62410 | -55.07643 | 0.044 | 267.45 |  0.77 |    False |   False |  SPLUS-s43s24 |             |                      |         |                     |                    |                 |          |                   |
| 93201002 |   54.85194 | -16.73851 | 0.035 | 206.85 |  0.41 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    94515 |   55.04478 | -55.06208 | 0.045 | 267.28 |  1.60 |    False |   False |  SPLUS-s42s25 |             |          ABELL S0377 |         |                     |                    |                 |          |                   |
| 93211010 |   55.04912 | -22.24961 | 0.005 | 215.17 |  0.13 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93201001 |   55.10152 | -18.58819 | 0.005 | 209.67 |  0.22 |    False |    True |               |     NGC1407 |                      |         |                     |                    |                 |          |                   |
|    55691 |   55.17276 |  -2.65339 | 0.037 | 189.20 |  2.51 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    88403 |   55.20327 | -45.71497 | 0.070 | 253.44 |  2.83 |    False |   False |  SPLUS-s35s30 |             |                      |         |                     |                    |                 |          |                   |
| 93181005 |   55.41596 |  -4.69056 | 0.013 | 191.69 |  0.45 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    91606 |   55.71285 | -53.62428 | 0.059 | 265.04 | 11.42 |     True |   False |  SPLUS-s41s26 |             |           ABELL 3158 |         | ACT-CL J0342.9-5337 | PSZ2 G265.02-48.96 |                 |          |                   |
|    94641 |   56.51407 | -57.01978 | 0.059 | 269.40 |  2.94 |    False |   False |  SPLUS-s44s24 |             |           ABELL 3164 |         |                     | PSZ2 G269.36-47.20 |                 |          |                   |
| 93181101 |   56.78515 |  -8.49846 | 0.033 | 197.20 |  0.79 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93211016 |   56.82070 | -21.82076 | 0.005 | 215.25 |  0.20 |    False |    True |               |             |           ABELL 3168 |         |                     |                    |                 |          |                   |
|    60424 |   59.30907 |  -5.38074 | 0.067 | 195.30 |  1.68 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93250903 |   60.20809 | -46.83985 | 0.004 | 253.97 |  0.11 |    False |   False |  SPLUS-s36s32 |             |           ABELL 3204 |         |                     |                    |                 |          |                   |
|    77311 |   62.05766 | -30.91464 | 0.060 | 230.18 |  3.77 |    False |   False |  SPLUS-s24s40 |       A3223 |           ABELL 3223 |         |                     | PSZ2 G230.29-47.13 |                 |          |                   |
|    97204 |   62.40828 | -59.55138 | 0.057 | 270.94 |  1.20 |    False |   False |  SPLUS-s46s25 |             |           ABELL 3225 |         |                     |                    |                 |          |                   |
| 93231006 |   62.70574 | -32.91530 | 0.003 | 233.19 |  0.07 |    False |   False |  SPLUS-s26s40 |             |                      |         |                     |                    |                 |          |                   |
|    60520 |   63.83919 |  -7.64152 | 0.069 | 200.75 |  7.30 |    False |    True |               |             |                      |         |                     |                    |                 |          |                   |
| 93171208 |   64.90373 |   2.40608 | 0.012 | 190.98 |  1.63 |     True |   False |               |     NGC1550 |                      |         |                     |                    |                 |  NGC1550 |                   |
|    91751 |   65.07761 | -51.42730 | 0.070 | 259.56 |  2.09 |    False |   False |  SPLUS-s40s31 |             |          ABELL S0442 |         |                     |                    |                 |          |                   |
|    99823 |   65.88064 | -68.66955 | 0.064 | 281.21 |  1.02 |    False |   False |               |             |          ABELL S0450 |         |                     |                    |                 |          |                   |
| 93250901 |   67.05966 | -47.99597 | 0.016 | 254.59 |  0.27 |    False |   False |  SPLUS-s37s35 |             |                      |         |                     |                    |                 |          |                   |
|    94692 |   67.25909 | -53.83681 | 0.042 | 262.44 |  2.26 |    False |   False |  SPLUS-s42s30 |             |          ABELL S0463 |         |                     |                    |                 |          |                   |
|    91776 |   67.66912 | -53.61488 | 0.043 | 262.08 |  8.37 |     True |   False |  SPLUS-s41s31 |             |                      |         |                     |                    |                 |          |                   |
| 93181313 |   67.75360 |  -4.93323 | 0.015 | 200.16 |  0.44 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    97350 |   67.87049 | -61.42052 | 0.059 | 272.09 | 14.10 |     True |   False |               |             |           ABELL 3266 |         |                     | PSZ2 G272.08-40.16 |                 |          |                   |
| 93191301 |   68.39858 | -13.23595 | 0.033 | 209.55 |  6.66 |     True |   False |               |       A0496 |           ABELL 0496 |         |                     | PSZ2 G209.54-36.50 |            A496 |    A0496 |                   |
|    65085 |   68.40598 | -13.24777 | 0.034 | 209.57 | 18.37 |     True |   False |               |       A0496 |           ABELL 0496 |         |                     | PSZ2 G209.54-36.50 |            A496 |    A0496 |                   |
| 93171301 |   69.44657 |  -2.53387 | 0.015 | 198.70 |  1.19 |    False |    True |               |             |                      |         |                     |                    |                 |          |                   |
|    73318 |   69.72095 | -22.11313 | 0.068 | 220.57 |  4.27 |    False |   False |               |       A0500 |           ABELL 0500 |   A0500 |                     | PSZ2 G220.53-38.55 |                 |          |                   |
|    69260 |   71.29229 | -15.85379 | 0.037 | 213.88 |  2.58 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93201303 |   71.29897 | -15.86895 | 0.036 | 213.90 |  1.68 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93251022 |   71.64676 | -44.52929 | 0.034 | 249.71 |  0.78 |    False |   False |  SPLUS-s34s39 |             |                      |         |                     |                    |                 |          |                   |
|    73371 |   72.06320 | -20.47419 | 0.069 | 219.50 |  5.04 |    False |    True |               |             |           ABELL 0514 |         |                     | PSZ2 G219.45-35.90 |            A514 |          |                   |
|    73375 |   72.68426 | -20.79288 | 0.065 | 220.10 |  2.22 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93181310 |   72.94197 |  -3.78351 | 0.015 | 201.93 |  0.61 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93171313 |   73.02486 |   1.25906 | 0.030 | 197.07 |  0.79 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    73376 |   73.68798 | -20.70638 | 0.056 | 220.38 |  3.49 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93211311 |   73.76272 | -20.69734 | 0.035 | 220.40 |  0.73 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    73374 |   73.86220 | -20.54336 | 0.044 | 220.26 |  1.31 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93300501 |   74.48485 | -75.44926 | 0.019 | 287.61 |  1.41 |    False |    True |        MC0146 |             |                      |         |                     |                    |                 |          |                   |
|    60705 |   74.54156 |  -7.59114 | 0.068 | 206.60 |  3.25 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93171413 |   74.57499 |   0.45213 | 0.014 | 198.72 |  1.31 |    False |    True |               |             |                      |         |                     |                    |                 |          |                   |
| 93181403 |   74.61900 |  -7.82252 | 0.013 | 206.87 |  0.24 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93171419 |   74.75178 |  -0.35879 | 0.016 | 199.59 |  0.49 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93191415 |   74.93007 | -10.88018 | 0.013 | 210.18 |  0.22 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93181441 |   75.06671 |  -3.48584 | 0.014 | 202.78 |  0.28 |    False |   False |               |             |                      |         |                     | PSZ2 G202.61-26.26 |                 |          |                   |
| 93241110 |   75.14084 | -38.67012 | 0.054 | 242.40 |  2.52 |    False |   False |  SPLUS-s30s44 |       A3301 |           ABELL 3301 |         |                     | PSZ2 G242.41-37.40 |                 |          |                   |
|    84897 |   75.19086 | -38.68486 | 0.054 | 242.42 |  3.45 |    False |   False |  SPLUS-s30s44 |       A3301 |           ABELL 3301 |         |                     | PSZ2 G242.41-37.40 |                 |          |                   |
| 93211321 |   75.36246 | -22.61093 | 0.039 | 223.17 |  0.75 |    False |   False |               |             |           ABELL 0533 |         |                     |                    |                 |          |                   |
|    84901 |   75.37919 | -38.82643 | 0.053 | 242.62 |  1.81 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    73414 |   75.42997 | -22.59081 | 0.045 | 223.17 |  1.35 |    False |   False |               |             |           ABELL 0533 |         |                     |                    |                 |          |                   |
| 93211309 |   75.92372 | -20.36063 | 0.032 | 220.83 |  0.47 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93241214 |   75.97633 | -38.94850 | 0.003 | 242.85 |  0.12 |    False |    True |               |             |                      |         |                     |                    |                 |          |                   |
| 93211323 |   75.98248 | -23.99130 | 0.041 | 224.95 |  0.84 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    73440 |   76.00875 | -24.01487 | 0.042 | 224.99 |  1.17 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93201404 |   76.21267 | -19.23387 | 0.030 | 219.70 |  0.39 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93270904 |   79.05867 | -54.43156 | 0.014 | 262.15 |  0.45 |    False |   False |               |             |          ABELL S0520 |         | ACT-CL J0516.6-5430 | PSZ2 G262.27-35.38 |                 |          | MCXC J0516.6-5430 |
|    69329 |   79.60578 | -15.55386 | 0.044 | 217.15 |  0.87 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93211401 |   79.92541 | -25.00199 | 0.035 | 227.38 |  0.78 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    73559 |   79.95176 | -25.07184 | 0.035 | 227.47 |  1.10 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93280853 |   80.64996 | -61.49459 | 0.016 | 270.67 |  0.51 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93231308 |   81.36386 | -31.57496 | 0.037 | 235.14 |  2.19 |    False |   False |               |             |           ABELL 3341 |         |                     |                    |                 |          |                   |
|    81439 |   81.39273 | -31.59587 | 0.037 | 235.17 |  3.32 |    False |   False |               |             |           ABELL 3341 |         |                     |                    |                 |          |                   |
| 93231303 |   83.30306 | -36.33081 | 0.046 | 240.97 |  1.30 |    False |   False |               |             |          ABELL S0535 |         |                     |                    |                 |          |                   |
| 93221403 |   83.55900 | -30.62864 | 0.036 | 234.67 |  1.08 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93290701 |   84.92650 | -68.27590 | 0.022 | 278.49 |  1.26 |    False |   False |        MC0041 |             |                      |         |                     |                    |                 |          |                   |
|    85141 |   85.02079 | -40.83635 | 0.037 | 246.41 |  4.20 |    False |    True |               |             | ESO 306- G 017 GROUP |         |                     | PSZ2 G246.36-30.27 |                 |     S540 | MCXC J0540.1-4050 |
| 93221446 |   85.48569 | -26.13328 | 0.039 | 230.41 |  1.58 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    77698 |   85.53684 | -26.12276 | 0.039 | 230.41 |  2.37 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93271023 |   85.63154 | -55.71497 | 0.023 | 263.71 |  1.50 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    77699 |   86.05548 | -26.11417 | 0.041 | 230.57 |  1.66 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93221444 |   86.27201 | -25.98547 | 0.039 | 230.51 |  1.18 |    False |   False |               |      A0548W |                      |  A0548b |                     |                    |                 |   A0548w |                   |
|    77694 |   86.36978 | -25.93235 | 0.042 | 230.49 |  1.55 |    False |   False |               |      A0548W |                      |  A0548b |                     |                    |                 |   A0548w |                   |
|    77692 |   86.70733 | -25.65022 | 0.041 | 230.31 |  1.05 |    False |   False |               |             |           ABELL 0548 |         |                     |                    |                 |          |         Abell 548 |
|    88823 |   86.92422 | -47.40306 | 0.051 | 254.16 |  2.01 |    False |   False |               |             |          ABELL S0547 |         |                     |                    |                 |          |                   |
| 93231413 |   87.12158 | -33.08013 | 0.037 | 238.28 |  0.61 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    73569 |   87.15959 | -25.46585 | 0.040 | 230.27 |  2.95 |    False |   False |               |      A0548E |                      |         |                     | PSZ2 G230.28-24.42 |                 |   A0548e |                   |
|    77804 |   87.31748 | -25.79397 | 0.040 | 230.66 |  0.83 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    77800 |   87.37730 | -25.56728 | 0.040 | 230.44 |  2.94 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    94980 |   88.05572 | -57.15341 | 0.061 | 265.48 |  6.82 |    False |    True |               |             |          ABELL S0552 |         | ACT-CL J0551.6-5709 | PSZ2 G265.49-30.50 |                 |          |                   |
| 93201631 |   88.66778 | -17.74127 | 0.011 | 223.05 |  0.24 |    False |   False |               |             |           ABELL 0551 |         |                     | PSZ2 G223.04-20.27 |                 |          |                   |
|    85077 |   89.29084 | -37.47833 | 0.044 | 243.55 |  2.87 |    False |   False |               |             |          ABELL S0555 |         |                     |                    |                 |          |                   |
|    95010 |   90.22685 | -58.58243 | 0.037 | 267.22 |  1.59 |    False |   False |               |       S0560 |          ABELL S0560 |         | ACT-CL J0600.7-5836 |                    |                 |          | MCXC J0600.8-5835 |
| 93271006 |   90.31789 | -58.59858 | 0.038 | 267.24 |  0.96 |    False |   False |               |       S0560 |          ABELL S0560 |         | ACT-CL J0600.7-5836 |                    |                 |          | MCXC J0600.8-5835 |
| 93241301 |   90.37129 | -40.00258 | 0.047 | 246.51 |  3.82 |    False |    True |               |       A3376 |           ABELL 3376 |   A3376 |                     | PSZ2 G246.50-26.09 |                 |    A3376 | MCXC J0601.7-3959 |
|    85130 |   90.41714 | -39.99367 | 0.046 | 246.51 |  4.82 |    False |    True |               |             |           ABELL 3376 |         |                     | PSZ2 G246.50-26.09 |                 |    A3376 | MCXC J0601.7-3959 |
| 93280989 |   90.54805 | -60.01706 | 0.037 | 268.87 |  0.75 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93280911 |   90.62065 | -64.76098 | 0.046 | 274.32 |  0.80 |    False |   False |        MC0018 |             |                      |         |                     |                    |                 |          |                   |
| 93280906 |   91.27726 | -63.48930 | 0.027 | 272.87 |  0.49 |    False |   False |        MC0009 |             |                      |         |                     |                    |                 |          |                   |
| 93251345 |   91.29810 | -45.03436 | 0.041 | 252.15 |  2.10 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    92012 |   91.79487 | -49.48532 | 0.053 | 257.12 |  1.86 |    False |   False |               |             |           ABELL 3380 |         |                     |                    |                 |          | MCXC J0607.0-4928 |
|    88901 |   91.79554 | -45.07648 | 0.041 | 252.29 |  0.89 |    False |   False |               |             |          ABELL S0566 |         |                     |                    |                 |          |                   |
| 93290819 |   92.22059 | -65.72745 | 0.037 | 275.45 |  2.17 |    False |   False |        MC0027 |             |                      |         |                     | PSZ2 G275.45-28.87 |                 |          |                   |
| 93231510 |   92.48755 | -33.59644 | 0.039 | 240.30 |  0.61 |    False |   False |               |             |           ABELL 3381 |         |                     |                    |                 |          |                   |
