|     name |         Cluster Name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass | r200 |   d200 | N_SPLUS | f_SPLUS |        S-PLUS |     CHANCES |                Abell |   WINGS |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
| 93245003 |          ABELL S1065 |  -17.66491 | -37.50274 | 0.028 |   3.19 |  0.55 |    False |   False | 0.80 |  23.00 |       7 |    15.2 |  SPLUS-s29s62 |             |          ABELL S1065 |         |                     |                    |                 |          |                   |
|    67881 |                67881 |  -44.60548 | -13.27813 | 0.028 |  35.32 |  1.32 |    False |    True | 1.07 |  30.54 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    90911 |           ABELL 3783 |  -36.49082 | -42.66417 | 0.028 | 358.34 |  1.06 |    False |   False | 0.99 |  28.32 |       8 |    11.4 |  SPLUS-s33s47 |             |           ABELL 3783 |         | ACT-CL J2134.0-4238 | PSZ2 G358.34-47.31 |                 |          |                   |
|    94265 |           ABELL 2806 |   10.06388 | -56.16244 | 0.028 | 306.13 |  1.41 |    False |    True | 1.09 |  31.11 |      13 |    15.4 |  SPLUS-s43s05 |             |           ABELL 2806 |         |                     |                    |                 |          |                   |
| 93280903 |          ABELL S0585 |   95.56809 | -64.67731 | 0.028 | 274.38 |  1.48 |    False |    True | 1.11 |  31.63 |       8 |     9.2 |        MC0020 |             |          ABELL S0585 |         |                     |                    |                 |          |                   |
| 93164001 |                 MKW8 | -139.78973 |   3.46729 | 0.028 | 355.55 |  1.66 |    False |    True | 1.15 |  32.84 |      14 |    14.9 |     MKW8_need |        MKW8 |                      |         | ACT-CL J1440.7+0355 | PSZ2 G355.50+54.72 |                 |     MKW8 |                   |
| 93195703 |             93195703 |  -44.55424 | -13.26614 | 0.029 |  35.36 |  0.92 |    False |   False | 0.95 |  26.65 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93192905 |             93192905 |  161.06120 |  -8.84413 | 0.029 | 257.88 |  0.49 |    False |   False | 0.76 |  21.47 |       5 |    12.4 |  SPLUS-n08s08 |             |                      |         |                     |                    |                 |          |                   |
|    80518 |                A4038 |   -3.06306 | -28.14000 | 0.029 |  25.14 |  8.80 |     True |   False | 2.00 |  56.21 |      39 |    14.1 |   A4038_needs |       A4038 |           ABELL 4038 |         |                     | PSZ2 G025.13-75.88 |           A4038 |    A4038 | MCXC J2347.7-2808 |
| 93270401 |  ACT-CL J0218.5-5826 |   35.42588 | -58.56363 | 0.029 | 282.59 |  0.68 |    False |   False | 0.85 |  23.54 |       7 |    14.5 |  SPLUS-s45s15 |             |                      |         | ACT-CL J0218.5-5826 |                    |                 |          |                   |
| 93232809 |           ABELL 3494 |  179.20102 | -32.24817 | 0.029 | 289.70 |  1.14 |    False |   False | 1.01 |  27.95 |       0 |     0.0 |               |             |           ABELL 3494 |         |                     |                    |                 |          |                   |
| 93171313 |             93171313 |   73.02486 |   1.25906 | 0.030 | 197.07 |  0.79 |    False |   False | 0.90 |  24.30 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93201404 |             93201404 |   76.21267 | -19.23387 | 0.030 | 219.70 |  0.39 |    False |   False | 0.71 |  19.08 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93174603 |             93174603 | -105.58286 |  -1.92457 | 0.031 |  17.24 |  1.20 |    False |    True | 1.03 |  27.08 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93163901 |             93163901 | -141.44730 |   3.69369 | 0.031 | 353.74 |  1.03 |    False |   False | 0.98 |  25.44 |       9 |    15.9 |  SPLUS-n04n51 |             |                      |         |                     |                    |                 |          |                   |
| 93202709 |           ABELL 0911 |  150.61341 | -15.34033 | 0.031 | 253.80 |  0.88 |    False |   False | 0.93 |  24.03 |       4 |     7.9 |  SPLUS-n12s01 |             |           ABELL 0911 |         |                     |                    |                 |          |                   |
|    70226 |                70226 |  148.31393 | -15.97305 | 0.031 | 252.50 |  1.73 |    False |    True | 1.16 |  29.92 |       2 |     2.6 |               |             |                      |         |                     |                    |                 |          |                   |
| 93241407 |           ABELL 3390 |   96.26637 | -37.34294 | 0.031 | 245.18 |  1.07 |    False |   False | 0.99 |  25.45 |       0 |     0.0 |               |             |           ABELL 3390 |         |                     |                    |                 |          |                   |
| 93174301 |             93174301 | -118.85742 |  -1.84742 | 0.032 |   8.94 |  0.79 |    False |   False | 0.90 |  22.98 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93215615 |          ABELL S0963 |  -34.99763 | -22.50186 | 0.032 |  28.10 |  1.14 |    False |   False | 1.01 |  25.96 |       8 |    13.6 |  SPLUS-s18s28 |             |          ABELL S0963 |         |                     |                    |                 |          |                   |
| 93211309 |             93211309 |   75.92372 | -20.36063 | 0.032 | 220.83 |  0.47 |    False |   False | 0.75 |  19.19 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    61803 |                61803 |  156.77106 |  -3.31906 | 0.032 | 248.43 |  0.94 |    False |   False | 0.95 |  24.12 |       5 |     9.8 |  SPLUS-n03s05 |             |                      |         |                     |                    |                 |          |                   |
| 93162315 |           ABELL 0664 |  125.99993 |   4.37471 | 0.032 | 219.82 |  1.77 |    False |    True | 1.17 |  29.54 |       0 |     0.0 |               |             |           ABELL 0664 |         | ACT-CL J0824.9+0426 | PSZ2 G219.88+22.83 |                 |          |                   |
| 93281010 |    MCXC J0712.0-6030 |  108.00673 | -60.54771 | 0.033 | 271.30 |  0.91 |    False |   False | 0.94 |  23.28 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          | MCXC J0712.0-6030 |
| 93191301 |                A0496 |   68.39858 | -13.23595 | 0.033 | 209.55 |  6.66 |     True |   False | 1.82 |  45.03 |       1 |     0.6 |   A0496_2022B |       A0496 |           ABELL 0496 |         |                     | PSZ2 G209.54-36.50 |            A496 |    A0496 |                   |
| 93181101 |             93181101 |   56.78515 |  -8.49846 | 0.033 | 197.20 |  0.79 |    False |   False | 0.90 |  22.07 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93202606 |             93202606 |  148.25233 | -15.93736 | 0.033 | 252.43 |  1.11 |    False |   False | 1.00 |  24.63 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93190806 |  ACT-CL J0259.9-1023 |   45.07158 | -10.79099 | 0.033 | 190.86 |  1.04 |    False |   False | 0.98 |  23.87 |       0 |     0.0 |               |             |                      |         | ACT-CL J0259.9-1023 |                    |                 |          |                   |
| 93251022 |          ABELL S0497 |   71.64676 | -44.52929 | 0.034 | 249.71 |  0.78 |    False |   False | 0.89 |  21.55 |       5 |    12.3 |  SPLUS-s34s39 |             |          ABELL S0497 |         |                     |                    |                 |          |                   |
|    65085 |                A0496 |   68.40598 | -13.24777 | 0.034 | 209.57 | 18.37 |     True |   False | 2.56 |  61.33 |       1 |     0.3 |   A0496_2022B |       A0496 |           ABELL 0496 |         |                     | PSZ2 G209.54-36.50 |            A496 |    A0496 |                   |
|    74392 |          ABELL S0617 |  144.50162 | -20.35771 | 0.034 | 253.21 |  1.55 |    False |    True | 1.12 |  26.84 |       0 |     0.0 |               |             |          ABELL S0617 |         |                     |                    |                 |          |                   |
| 93260109 |  ACT-CL J0005.2-5027 |    1.41978 | -50.09994 | 0.034 | 320.74 |  0.86 |    False |   False | 0.92 |  21.88 |       5 |    12.0 |  SPLUS-s39s02 |             |                      |         | ACT-CL J0005.2-5027 |                    |                 |          |                   |
| 93203701 |          ABELL S0752 | -151.40384 | -19.79984 | 0.034 | 322.59 |  0.31 |    False |   False | 0.65 |  15.39 |       3 |    14.5 |  SPLUS-n16s41 |             |          ABELL S0752 |         |                     |                    |                 |          |                   |
|    70916 |          ABELL S0741 | -153.98157 | -19.82512 | 0.035 | 319.51 |  1.10 |    False |   False | 1.00 |  23.34 |       7 |    14.7 |  SPLUS-n16s39 |             |          ABELL S0741 |         |                     |                    |                 |          |                   |
| 93211401 |             93211401 |   79.92541 | -25.00199 | 0.035 | 227.38 |  0.78 |    False |   False | 0.89 |  20.78 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93212503 |          ABELL S0617 |  144.46931 | -20.35051 | 0.035 | 253.18 |  1.09 |    False |   False | 1.00 |  23.26 |       0 |     0.0 |               |             |          ABELL S0617 |         |                     |                    |                 |          |                   |
| 93232703 |          ABELL S0665 |  171.29944 | -35.38805 | 0.035 | 283.75 |  0.92 |    False |   False | 0.94 |  21.89 |       0 |     0.0 |               |             |          ABELL S0665 |         |                     |                    |                 |          |                   |
|    57189 |  ACT-CL J1004.8-0137 |  151.53602 |  -1.56867 | 0.035 | 241.98 |  0.90 |    False |   False | 0.93 |  21.70 |       6 |    14.6 |  SPLUS-n02s02 |             |                      |         | ACT-CL J1004.8-0137 |                    |                 |          |                   |
|    73559 |                73559 |   79.95176 | -25.07184 | 0.035 | 227.47 |  1.10 |    False |   False | 1.00 |  23.13 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    66875 |                66875 | -147.96703 |  -9.08363 | 0.035 | 332.75 |  1.76 |    False |    True | 1.17 |  26.98 |       8 |    12.6 |  SPLUS-n08s45 |             |                      |         |                     |                    |                 |          |                   |
| 93273701 |  ACT-CL J2248.0-5855 |  -17.86173 | -58.48449 | 0.035 | 328.67 |  0.74 |    False |   False | 0.88 |  20.16 |       6 |    16.9 |  SPLUS-s45s41 |             |                      |         | ACT-CL J2248.0-5855 |                    |                 |          |                   |
| 93201002 |             93201002 |   54.85194 | -16.73851 | 0.035 | 206.85 |  0.41 |    False |   False | 0.72 |  16.51 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93211311 |  ACT-CL J0454.7-2016 |   73.76272 | -20.69734 | 0.035 | 220.40 |  0.73 |    False |   False | 0.87 |  20.04 |       0 |     0.0 |               |             |                      |         | ACT-CL J0454.7-2016 | PSZ2 G219.89-34.39 |                 |          |                   |
| 93215409 |             93215409 |  -42.08242 | -23.23155 | 0.036 |  24.58 |  1.18 |    False |   False | 1.02 |  23.25 |       6 |    12.7 |  SPLUS-s18s23 |             |                      |         |                     |                    |                 |          |                   |
| 93221403 |          ABELL S0536 |   83.55900 | -30.62864 | 0.036 | 234.67 |  1.08 |    False |   False | 0.99 |  22.43 |       0 |     0.0 |               |             |          ABELL S0536 |         | ACT-CL J0536.0-3054 |                    |                 |          |                   |
| 93201303 |             93201303 |   71.29897 | -15.86895 | 0.036 | 213.90 |  1.68 |    False |    True | 1.15 |  25.97 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93212505 |             93212505 |  144.08620 | -21.17663 | 0.036 | 253.56 |  0.54 |    False |   False | 0.79 |  17.66 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93290801 |             93290801 |   92.67264 | -67.75726 | 0.036 | 277.77 |  0.68 |    False |   False | 0.85 |  19.05 |       5 |    15.8 |        MC0043 |             |                      |         |                     |                    |                 |          |                   |
|    92184 |          ABELL S0580 |   94.02203 | -51.85901 | 0.037 | 260.03 |  1.12 |    False |   False | 1.00 |  22.32 |       0 |     0.0 |               |             |          ABELL S0580 |         |                     |                    |                 |          |                   |
|    55691 |           ABELL 0451 |   55.17276 |  -2.65339 | 0.037 | 189.20 |  2.51 |    False |    True | 1.32 |  29.21 |       2 |     2.7 |               |             |           ABELL 0451 |         |                     |                    |                 |          |                   |
|    66889 |                66889 | -148.86517 | -10.21123 | 0.037 | 330.79 |  1.85 |    False |    True | 1.19 |  26.26 |       9 |    15.0 |  SPLUS-n09s45 |             |                      |         |                     |                    |                 |          |                   |
| 93280989 |             93280989 |   90.54805 | -60.01706 | 0.037 | 268.87 |  0.75 |    False |   False | 0.88 |  19.35 |       1 |     3.1 |               |             |                      |         |                     |                    |                 |          |                   |
| 93290819 |   PSZ2 G275.45-28.87 |   92.22059 | -65.72745 | 0.037 | 275.45 |  2.17 |    False |    True | 1.25 |  27.56 |       9 |    13.6 |        MC0027 |             |                      |         |                     | PSZ2 G275.45-28.87 |                 |          |                   |
| 93213601 |             93213601 | -150.19230 | -24.39218 | 0.037 | 322.08 |  0.90 |    False |   False | 0.93 |  20.51 |       6 |    16.3 |  SPLUS-n19s31 |             |                      |         |                     |                    |                 |          |                   |
|    85141 | ESO 306- G 017 GROUP |   85.02079 | -40.83635 | 0.037 | 246.41 |  4.20 |    False |    True | 1.56 |  34.24 |       0 |     0.0 |               |             | ESO 306- G 017 GROUP |         |                     | PSZ2 G246.36-30.27 |                 |     S540 | MCXC J0540.1-4050 |
|    69260 |                69260 |   71.29229 | -15.85379 | 0.037 | 213.88 |  2.58 |    False |    True | 1.33 |  29.09 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93231308 |           ABELL 3341 |   81.36386 | -31.57496 | 0.037 | 235.14 |  2.19 |    False |    True | 1.26 |  27.37 |       0 |     0.0 |               |             |           ABELL 3341 |         |                     |                    |                 |          |                   |
|    81439 |           ABELL 3341 |   81.39273 | -31.59587 | 0.037 | 235.17 |  3.32 |    False |    True | 1.44 |  31.38 |       0 |     0.0 |               |             |           ABELL 3341 |         |                     |                    |                 |          |                   |
|    95010 |                S0560 |   90.22685 | -58.58243 | 0.037 | 267.22 |  1.59 |    False |    True | 1.13 |  24.55 |       1 |     1.9 |   S0560_2022B |       S0560 |          ABELL S0560 |         | ACT-CL J0600.7-5836 |                    |                 |          | MCXC J0600.8-5835 |
| 93231413 |          ABELL S0546 |   87.12158 | -33.08013 | 0.037 | 238.28 |  0.61 |    False |   False | 0.82 |  17.78 |       0 |     0.0 |               |             |          ABELL S0546 |         |                     |                    |                 |          |                   |
| 93215401 |           ABELL 3744 |  -43.16545 | -25.40061 | 0.038 |  21.49 |  1.27 |    False |    True | 1.05 |  22.68 |       7 |    15.6 |  SPLUS-s20s23 |             |           ABELL 3744 |         |                     |                    |                 |          |                   |
| 93271006 |                S0560 |   90.31789 | -58.59858 | 0.038 | 267.24 |  0.96 |    False |   False | 0.95 |  20.66 |       1 |     2.7 |   S0560_2022B |       S0560 |          ABELL S0560 |         | ACT-CL J0600.7-5836 |                    |                 |          | MCXC J0600.8-5835 |
|    75203 |                75203 | -150.10028 | -24.35737 | 0.038 | 322.19 |  1.46 |    False |    True | 1.10 |  23.78 |       7 |    14.2 |  SPLUS-n19s31 |             |                      |         |                     |                    |                 |          |                   |
| 93290803 |             93290803 |   94.03913 | -69.84442 | 0.038 | 280.17 |  1.37 |    False |    True | 1.07 |  23.20 |       6 |    12.8 |        MC0068 |             |                      |         |                     |                    |                 |          |                   |
| 93170901 |  ACT-CL J0313.2+0240 |   48.59295 |   2.65214 | 0.038 | 177.77 |  1.07 |    False |   False | 0.99 |  21.38 |       0 |     0.0 |               |             |                      |         | ACT-CL J0313.2+0240 |                    |                 |          |                   |
|    51187 |  ACT-CL J0313.2+0240 |   48.60555 |   2.67069 | 0.038 | 177.77 |  1.52 |    False |    True | 1.11 |  23.96 |       0 |     0.0 |               |             |                      |         | ACT-CL J0313.2+0240 |                    |                 |          |                   |
|    75206 |           ABELL 3578 | -150.37005 | -24.47590 | 0.038 | 321.85 |  3.25 |    False |    True | 1.43 |  30.83 |      10 |    12.1 |  SPLUS-n19s31 |             |           ABELL 3578 |         |                     |                    |                 |          |                   |
|    61798 |  ACT-CL J1031.7-0302 |  157.52880 |  -3.14367 | 0.038 | 248.98 |  1.16 |    False |   False | 1.02 |  21.89 |       7 |    16.7 |  SPLUS-n03s06 |             |                      |         | ACT-CL J1031.7-0302 |                    |                 |          |                   |
|    86371 |           ABELL 3570 | -153.26980 | -37.88320 | 0.038 | 314.86 |  1.98 |    False |    True | 1.22 |  26.11 |       0 |     0.0 |               |             |           ABELL 3570 |         |                     |                    |                 |          |                   |
| 93243008 |           ABELL 3570 | -153.27143 | -37.86752 | 0.038 | 314.86 |  1.72 |    False |    True | 1.16 |  24.61 |       0 |     0.0 |               |             |           ABELL 3570 |         |                     |                    |                 |          |                   |
| 93193803 |             93193803 | -147.97198 |  -9.07716 | 0.038 | 332.75 |  1.24 |    False |    True | 1.04 |  22.05 |       7 |    16.5 |  SPLUS-n08s45 |             |                      |         |                     |                    |                 |          |                   |
| 93221444 |               A0548W |   86.27201 | -25.98547 | 0.039 | 230.51 |  1.18 |    False |   False | 1.02 |  21.52 |       2 |     4.9 |  A0548W_2021B |      A0548W |                      |  A0548b |                     |                    |                 |   A0548w |                   |
| 93225109 |           ABELL 3733 |  -44.57220 | -28.03629 | 0.039 |  17.76 |  1.50 |    False |    True | 1.11 |  23.32 |       5 |    10.5 |  SPLUS-s22s21 |             |           ABELL 3733 |         |                     |                    |                 |          |                   |
| 93221446 |               A0548W |   85.48569 | -26.13328 | 0.039 | 230.41 |  1.58 |    False |    True | 1.13 |  23.68 |       2 |     4.1 |  A0548W_2021B |      A0548W |                      |         |                     |                    |                 |          |                   |
|    77698 |               A0548W |   85.53684 | -26.12276 | 0.039 | 230.41 |  2.37 |    False |    True | 1.29 |  27.06 |       2 |     3.1 |  A0548W_2021B |      A0548W |                      |         |                     |                    |                 |          |                   |
|    81719 |           ABELL 3381 |   92.51074 | -33.56296 | 0.039 | 240.27 |  0.95 |    False |   False | 0.95 |  19.93 |       0 |     0.0 |               |             |           ABELL 3381 |         |                     |                    |                 |          |                   |
|    82854 |          ABELL S0758 | -146.92296 | -34.33599 | 0.039 | 321.38 |  1.50 |    False |    True | 1.11 |  23.19 |       0 |     0.0 |               |             |          ABELL S0758 |         |                     |                    |                 |          |                   |
| 93231510 |           ABELL 3381 |   92.48755 | -33.59644 | 0.039 | 240.30 |  0.61 |    False |   False | 0.82 |  17.18 |       0 |     0.0 |               |             |           ABELL 3381 |         |                     |                    |                 |          |                   |
| 93211321 |           ABELL 0533 |   75.36246 | -22.61093 | 0.039 | 223.17 |  0.75 |    False |   False | 0.88 |  18.38 |       0 |     0.0 |               |             |           ABELL 0533 |         |                     |                    |                 |          |                   |
|    57380 |           ABELL 1139 |  164.60129 |   1.59550 | 0.039 | 251.45 |  1.56 |    False |    True | 1.12 |  23.17 |       6 |    12.8 |  SPLUS-n02n11 |             |           ABELL 1139 |         |                     |                    |                 |          |                   |
| 93164212 |             93164212 | -126.88504 |   4.71256 | 0.039 |   9.91 |  1.29 |    False |    True | 1.05 |  21.75 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    77804 |               A0548E |   87.31748 | -25.79397 | 0.040 | 230.66 |  0.83 |    False |   False | 0.91 |  18.67 |       2 |     6.6 |  A0548E_2021B |      A0548E |                      |         |                     | PSZ2 G230.28-24.42 |                 |   A0548e |                   |
| 93173009 |           ABELL 1139 |  164.65051 |   1.60502 | 0.040 | 251.50 |  1.14 |    False |   False | 1.01 |  20.72 |       6 |    16.0 |  SPLUS-n02n11 |             |           ABELL 1139 |         |                     |                    |                 |          |                   |
|    66907 |           ABELL 1836 | -149.55839 | -11.47646 | 0.040 | 329.08 |  1.04 |    False |   False | 0.98 |  20.05 |       5 |    14.3 |  SPLUS-n10s44 |             |           ABELL 1836 |         |                     |                    |                 |          |                   |
| 93225107 |          ABELL S0894 |  -49.13977 | -26.46570 | 0.040 |  18.39 |  1.31 |    False |    True | 1.06 |  21.53 |       0 |     0.0 |               |             |          ABELL S0894 |         |                     |                    |                 |          |                   |
|    73569 |               A0548E |   87.15959 | -25.46585 | 0.040 | 230.27 |  2.95 |    False |    True | 1.39 |  28.19 |       2 |     2.9 |  A0548E_2021B |      A0548E |           ABELL 0548 |         |                     | PSZ2 G230.28-24.42 |                 |   A0548e |         Abell 548 |
| 93190503 |             93190503 |   24.23584 | -13.97463 | 0.040 | 164.10 |  0.57 |    False |   False | 0.80 |  16.30 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    77800 |               A0548E |   87.37730 | -25.56728 | 0.040 | 230.44 |  2.94 |    False |    True | 1.39 |  28.13 |       2 |     2.9 |  A0548E_2021B |      A0548E |                      |         |                     | PSZ2 G230.28-24.42 |                 |   A0548e |                   |
| 93190515 |             93190515 |   24.36946 |  -9.24110 | 0.040 | 156.38 |  1.84 |    False |    True | 1.19 |  23.97 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    64466 |                64466 |   24.32244 |  -9.20692 | 0.041 | 156.22 |  3.22 |    False |    True | 1.43 |  28.63 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    77699 |               A0548W |   86.05548 | -26.11417 | 0.041 | 230.57 |  1.66 |    False |    True | 1.14 |  22.92 |       2 |     4.4 |  A0548W_2021B |      A0548W |                      |         |                     |                    |                 |   A0548w |                   |
|    61427 |                61427 |  129.21200 |  -6.00012 | 0.041 | 231.21 |  0.89 |    False |   False | 0.93 |  18.62 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    88901 |          ABELL S0566 |   91.79554 | -45.07648 | 0.041 | 252.29 |  0.89 |    False |   False | 0.93 |  18.60 |       0 |     0.0 |               |             |          ABELL S0566 |         | ACT-CL J0607.6-4448 |                    |                 |          |                   |
| 93251345 |          ABELL S0566 |   91.29810 | -45.03436 | 0.041 | 252.15 |  2.10 |    False |    True | 1.24 |  24.58 |       0 |     0.0 |               |             |          ABELL S0566 |         | ACT-CL J0607.6-4448 |                    |                 |          |                   |
|    77692 |               A0548W |   86.70733 | -25.65022 | 0.041 | 230.31 |  1.05 |    False |   False | 0.98 |  19.42 |       2 |     6.1 |  A0548W_2021B |      A0548W |           ABELL 0548 |         |                     | PSZ2 G230.28-24.42 |                 |   A0548w |         Abell 548 |
|    64431 |   PSZ2 G151.86-75.04 |   20.23699 | -13.85308 | 0.041 | 151.82 |  4.62 |    False |    True | 1.61 |  31.73 |       2 |     2.3 |               |             |                      |         |                     | PSZ2 G151.86-75.04 |                 |          |                   |
| 93211323 |   PSZ2 G225.18-33.61 |   75.98248 | -23.99130 | 0.041 | 224.95 |  0.84 |    False |   False | 0.91 |  17.95 |       0 |     0.0 |               |             |                      |         |                     | PSZ2 G225.18-33.61 |                 |          |                   |
|    61823 |                61823 |  155.15424 |  -4.56865 | 0.042 | 248.16 |  0.90 |    False |   False | 0.93 |  18.22 |       4 |    13.8 |  SPLUS-n04s04 |             |                      |         |                     |                    |                 |          |                   |
| 93170608 |             93170608 |   30.07780 |  -1.41733 | 0.042 | 158.53 |  0.68 |    False |   False | 0.85 |  16.55 |       2 |     8.4 | STRIPE82_0043 |             |                      |         |                     |                    |                 |          |                   |
|    77694 |               A0548W |   86.36978 | -25.93235 | 0.042 | 230.49 |  1.55 |    False |    True | 1.12 |  21.79 |       2 |     4.8 |  A0548W_2021B |      A0548W |           ABELL 0548 |  A0548b |                     |                    |                 |   A0548w |         Abell 548 |
|    73440 |   PSZ2 G225.18-33.61 |   76.00875 | -24.01487 | 0.042 | 224.99 |  1.17 |    False |   False | 1.02 |  19.71 |       0 |     0.0 |               |             |                      |         |                     | PSZ2 G225.18-33.61 |                 |          |                   |
|    75025 |          ABELL S0720 | -164.08176 | -19.88271 | 0.042 | 306.86 |  1.05 |    False |   False | 0.98 |  19.02 |       5 |    15.8 |  SPLUS-n16s32 |             |          ABELL S0720 |         |                     |                    |                 |          |                   |
| 93170303 |                A0147 |   17.03786 |   2.21866 | 0.043 | 131.40 |  1.32 |    False |    True | 1.06 |  20.26 |       2 |     5.6 |   A0147_2021B |       A0147 |           ABELL 0147 |   A0147 |                     |                    |                 |          |                   |
|    55502 |           ABELL 0295 |   30.57455 |  -1.11818 | 0.043 | 159.05 |  1.73 |    False |    True | 1.16 |  22.15 |       2 |     4.7 | STRIPE82_0045 |             |           ABELL 0295 |         | ACT-CL J0203.2-0123 |                    |                 |          |                   |
|    60104 |  ACT-CL J0210.9-0611 |   32.69518 |  -6.58427 | 0.043 | 169.06 |  1.35 |    False |    True | 1.07 |  20.34 |       0 |     0.0 |               |             |                      |         | ACT-CL J0210.9-0611 |                    |                 |          |                   |
|    70768 |                70768 | -167.35058 | -14.43882 | 0.043 | 302.63 |  1.63 |    False |    True | 1.14 |  21.56 |       5 |    12.3 |  SPLUS-n12s31 |             |                      |         |                     |                    |                 |          |                   |
| 93170301 |                A0119 |   14.09652 |  -1.28690 | 0.043 | 125.77 |  5.09 |    False |    True | 1.66 |  31.32 |       7 |     8.2 |      A0119_in |       A0119 |           ABELL 0119 |   A0119 |                     | PSZ2 G125.68-64.12 |            A119 |    A0119 |                   |
|    69329 |                69329 |   79.60578 | -15.55386 | 0.044 | 217.15 |  0.87 |    False |   False | 0.92 |  17.24 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93170421 |                A0168 |   18.77347 |   0.32037 | 0.044 | 135.60 |  2.21 |    False |    True | 1.26 |  23.51 |       5 |    10.4 | STRIPE82_0028 |       A0168 |           ABELL 0168 |   A0168 |                     | PSZ2 G135.76-62.03 |                 |          | MCXC J0115.2+0019 |
|    55215 |                A0147 |   17.04143 |   2.16859 | 0.044 | 131.42 |  2.16 |    False |    True | 1.25 |  23.33 |       2 |     4.2 |   A0147_2021B |       A0147 |           ABELL 0147 |   A0147 |                     |                    |                 |          |                   |
|    55260 |                A0119 |   14.08043 |  -1.23728 | 0.044 | 125.73 |  5.61 |    False |    True | 1.72 |  31.83 |       7 |     7.9 |      A0119_in |       A0119 |           ABELL 0119 |   A0119 |                     | PSZ2 G125.68-64.12 |            A119 |    A0119 |                   |
|    85077 |          ABELL S0555 |   89.29084 | -37.47833 | 0.044 | 243.55 |  2.87 |    False |    True | 1.37 |  25.43 |       0 |     0.0 |               |             |          ABELL S0555 |         |                     |                    |                 |          |                   |
|    55251 |                A0119 |   14.14230 |  -0.44927 | 0.044 | 125.79 |  0.71 |    False |   False | 0.86 |  15.99 |       3 |    13.5 | STRIPE82_0021 |       A0119 |                      |         |                     |                    |                 |          |                   |
| 93244623 |          ABELL S0917 |  -44.49832 | -38.59012 | 0.044 |   4.06 |  1.73 |    False |    True | 1.16 |  21.46 |       4 |    10.0 |  SPLUS-s30s45 |             |          ABELL S0917 |         |                     |                    |                 |          |                   |
|    55264 |                A0119 |   13.59327 |  -1.43140 | 0.044 | 124.62 |  1.48 |    False |    True | 1.10 |  20.37 |       3 |     8.3 |      A0119_in |       A0119 |                      |         |                     | PSZ2 G125.68-64.12 |                 |          |                   |
|    68612 |                68612 |   19.05526 | -15.92544 | 0.044 | 151.36 |  1.72 |    False |    True | 1.16 |  21.38 |       3 |     7.5 |  SPLUS-s13s15 |             |                      |         |                     |                    |                 |          |                   |
|    73374 |  ACT-CL J0454.7-2016 |   73.86220 | -20.54336 | 0.044 | 220.26 |  1.31 |    False |    True | 1.06 |  19.52 |       0 |     0.0 |               |             |                      |         | ACT-CL J0454.7-2016 | PSZ2 G219.89-34.39 |                 |          |                   |
|    66935 |                66935 | -144.96676 |  -9.36847 | 0.045 | 336.48 |  2.22 |    False |    True | 1.26 |  23.09 |       6 |    12.9 |  SPLUS-n08s47 |             |                      |         |                     |                    |                 |          |                   |
|    70804 |                A1644 | -166.21254 | -18.24891 | 0.045 | 304.17 |  1.70 |    False |    True | 1.15 |  21.08 |       5 |    12.9 |  SPLUS-n14s32 |       A1644 |           ABELL 3529 |         |                     |                    |                 |          |                   |
| 93263701 |          ABELL S0861 |  -55.26669 | -52.70208 | 0.045 | 345.84 |  2.96 |    False |    True | 1.39 |  25.24 |       0 |     0.0 |               |             |          ABELL S0861 |         |                     | PSZ2 G345.82-34.29 |                 |          |                   |
|    73414 |           ABELL 0533 |   75.42997 | -22.59081 | 0.045 | 223.17 |  1.35 |    False |    True | 1.07 |  19.43 |       0 |     0.0 |               |             |           ABELL 0533 |         |                     |                    |                 |          |                   |
